Text,Label
"a family of five blind , crippled , amish people alive in this situation ",0
the cast is spot on and ,1
"change watching such a character , especially when rendered in as flat ",0
discord ,0
"a chilly , brooding but quietly ",1
grace ,1
"is a distinct rarity , and an event ",1
of terrific ,1
committed dumbness ,0
poetry and passion ,1
commanding screen presence ,1
the imax screen enhances the personal touch of manual animation . ,1
as original and insightful as last week 's episode of behind the music . ,0
"works smoothly under the direction of spielberg , who does a convincing impersonation here of a director enjoying himself immensely . ",1
fine music never heard ,0
stress ` dumb . ,0
"very ugly , very fast ",0
a slapdash mess ,0
quietly engaging . ,1
intellectual and emotional ,1
modestly surprising ,1
"has a good ear for dialogue , and the characters sound like real people . ",1
bitter pill ,0
most unpleasant things ,0
"despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema ",1
original nor terribly funny ,0
a fascinating glimpse of urban life and the class warfare that embroils two young men ,1
ultimately winning story ,1
walled-off ,0
"is derived from a lobotomy , having had all its vital essence scooped out and discarded . ",0
"still rapturous after all these years , cinema paradiso stands as one of the great films about movie love . ",1
limited and so embellished by editing that there 's really not much of a sense of action ,0
to life in the performances ,1
"know as an evil , monstrous lunatic ",0
intriguing and honorable ,1
's better ,1
seems worse for the effort . ,0
"historically significant , and personal , ",1
"elusive , yet inexplicably ",1
"a delightful little film that revels in its own simplicity , mostly martha will leave you with a smile on your face and a grumble in your stomach . ",1
"stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why ",1
dicey ,0
the ordeal of sitting through it ,0
like being able to hit on a 15-year old when you 're over 100 . ,0
the writing is clever and the cast is appealing . ,1
viewers out in the cold ,0
the ridiculous bolero ,0
top-notch cast ,1
michele 's spiritual quest is neither amusing nor dramatic enough to sustain interest ,0
a very ambitious project ,1
"failing , ultimately ",0
that a prostitute can be as lonely and needy as any of the clients ,0
lacks in outright newness ,0
comic gem ,1
the clumsy cliché ,0
that seagal 's overweight and out of shape ,0
just different bodies for sharp objects to rip through ,0
at once a testament to the divine calling of education and a demonstration of the painstaking process of imparting knowledge . ,1
kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business . ,0
", it 's better than one might expect when you look at the list of movies starring ice-t in a major role . ",1
mired in stasis ,0
you give a filmmaker an unlimited amount of phony blood ,0
gives it a buoyant delivery ,1
slow ,0
wait to see it then ,0
winning performances and ,1
's certainly an invaluable record of that special fishy community ,1
gut-wrenching ,1
is a copy of a copy of a copy ,0
the unexplored story opportunities ,1
"interminably bleak , to say nothing of boring . ",0
is both stimulating and demanding . ,1
"in its courageousness , and comedic employment ",1
proves that not only blockbusters pollute the summer movie pool ,0
"the full monty , but a really strong second effort ",1
piercing domestic drama ,1
as much as i laughed throughout the movie ,1
brutally labored and unfunny hokum ,0
"i have always appreciated a smartly written motion picture , and ",1
fall dreadfully short . ,0
were a series of bible parables and not an actual story ,0
a century and a half ago ,1
the brain is engaged ,1
promises offers an unexpected window into the complexities of the middle east struggle and into the humanity of its people . ,1
been modeled on the worst revenge-of-the-nerds clichés the filmmakers could dredge up ,0
entertainingly reenacting a historic scandal ,1
scene-chewing ,0
"bringing an unforced , rapid-fire delivery to toback 's heidegger - and nietzsche-referencing dialogue ",1
fabricated ,0
the message is too blatant ,0
"is , arguably , the most accomplished work to date from hong kong 's versatile stanley kwan . ",1
"anyone who suffers through this film deserves , at the very least , a big box of consolation candy . ",0
playwriting ,1
"things that elevate `` glory '' above most of its ilk , ",1
old-fashioned storytelling ,1
trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed ,0
can say ,0
hyper-artificiality ,0
ignites ,1
a film really has to be exceptional to justify a three hour running time ,1
feels as if everyone making it lost their movie mojo . ,0
helmer ,1
family togetherness takes a back seat to inter-family rivalry and workplace ambition ... whole subplots have no explanation or even plot relevance . ,0
"most fish stories are a little peculiar , but this is one that should be thrown back in the river . ",0
"no special effects , and no hollywood endings ",0
a generational signpost ,1
an incomprehensible ,0
summer-camp talent show ,0
most alive ,1
of the rotting underbelly of middle america ,0
in some evocative shades ,1
"manipulative claptrap , a period-piece movie-of-the-week ",0
drab wannabe ,0
dull in its lack of poetic frissons ,0
will certainly appeal to asian cult cinema fans and asiaphiles interested to see what all the fuss is about . ,1
treachery ,0
"a dull , inconsistent , dishonest female bonding picture . ",0
a sentimental mess that never ,0
it at least calls attention to a problem hollywood too long has ignored ,1
the seemingly irreconcilable situation between conservative christian parents and their estranged gay and lesbian children ,0
skit-com material fervently deposited on the big screen . ,0
bland ,0
films which will cause loads of irreparable damage that years and years of costly analysis could never fix ,0
swallow its absurdities and crudities ,0
"an awfully good , achingly human picture . ",1
"the narrator and the other characters try to convince us that acting transfigures esther , but she 's never seen speaking on stage ",0
"terrific performances , great to look at , and funny . ",1
if you do n't understand what on earth is going on ,0
that it 's a rock-solid little genre picture ,1
limpid and conventional historical fiction ,0
when a movie asks you to feel sorry for mick jagger 's sex life ,0
bogdanovich ties it together with efficiency and an affection for the period ,1
realize that we really have n't had a good cheesy b-movie playing in theaters since ... well ... since last week 's reign of fire ,0
strong narrative ,1
still feels counterproductive ,0
... another example of how sandler is losing his touch . ,0
's icky ,0
"little room for engaging , imaginative filmmaking in its nearly 2 1/2 ",0
", he loses the richness of characterization that makes his films so memorable ",0
a tired one ,0
's not even a tv special you 'd bother watching past the second commercial break ,0
"call me a cynic , but there 's something awfully deadly about any movie with a life-affirming message . ",0
"its ripe recipe , inspiring ingredients ",1
"there 's no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish . ",0
